sample_id,n-Butylbenzene,n-Pentylbenzene,n-Hexylbenzene,n-Heptylbenzene,n-Octylbenzene,n-Nonylbenzene,n-Decylbenzene,n-Undecylbenzene,n-Dodecylbenzene,n-Tridecylbenzene,n-Tetradecylbenzene,n-Pentadecylbenzene,n-Hexadecylbenzene,n-Heptadecylbenzene,n-Octadecylbenzene,n-Nonadecylbenzene
lagomedio,22.7530535,12.12911152,7.912062713,6.211509452,5.912836065,5.353853382,6.349813519,4.051879762,4.512799646,3.866421472,3.571434995,8.289858526,2.421894847,2.929609255,2.15650481,1.577356531
