sample_id,C11,C12,C13,C14,C15,C16,Pristane,C17,Phytane,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
lagomedio,6.134078705,7.933835553,5.350850957,4.960002317,4.459950206,3.805827959,1.04257496,4.007395071,1.585916134,3.860024924,5.185091208,4.707741323,5.58732697,6.000925903,4.243666029,3.740834912,3.699699881,3.095391984,2.924992057,2.510389042,2.359132176,2.487597104,2.545418508,2.36405433,1.663411323,2.536376254,1.207494211
