sample_id,n-Hexylcyclohexane,n-Heptylcyclohexane,n-Octylcyclohexane,n-Nonylcyclohexane,n-Decylcyclohexane,n-Undecylcyclohexane,n-Dodecylcyclohexane,n-Tridecylcyclohexane,n-Tetradecylcyclohexane
lagomedio,13.74441865,17.36047669,12.6749175,8.126119765,20.08366996,7.79765915,8.368936619,6.827858569,5.015943096
